"Lat","Lon","Name","Full Address","Address","ZIP","City","Country"
48.94938,2.260613,"ETNA INDUSTRIE","8 rue grande ceinture 95100 Argenteuil",NA,NA,NA,"France"
40.4502783,-3.6928216,"Everoze SP","Impact Hub Picasso, Plaza Pablo Ruiz Picasso, 1, 28020 Madrid, España",NA,NA,NA,"Spain"
48.8845182,2.247274,"EVOLEN","13 Rue Jean Jaurès, 92800 Puteaux, France",NA,NA,NA,"France"
48.937581,2.301857,"EXIDE TECHNOLOGIES SAS","5 ALLEE DES PIERRES MAYETTES, 92230, Hauts-de-Seine, Frankreich","5 ALLEE DES PIERRES MAYETTES","92230","GENNEVILLIERS","France"
40.391947,-3.678905,"EXOLUM","Calle Titán 8, Instalaciones de Méndez Álvaro First, Despacho 316, 28045, Madrid",NA,NA,NA,"Spain"
40.391003,-3.679541,"Exolum Solutions","Calle Titán, 13, Madrid, 28045, Spain",NA,NA,NA,"Spain"
48.887341,2.216535,"Faurecia, a company of Forvia","Rue Hennape 2, Nanterre, 92000, France",NA,NA,NA,"France"
40.443354,-3.68076,"FBB PARTNERS","C. de Felipe Campos, 19, Chamartín, 28002 Madrid, Spain",NA,NA,NA,"Spain"
48.8755937,2.2854967,"FEDA","10 Rue Pergolèse 75116 Paris",NA,NA,NA,"France"
48.8459896,2.3795371,"FillnDrive","130 rue Charenton 75012 PARIS",NA,NA,NA,"France"
48.872416,2.340163,"FIVES","3 RUE DROUOT 750009 PARIS",NA,NA,NA,"France"
40.4746778,-3.6876214,"FMC FORET SA","Paseo de la Castellana, 257 5ª Planta, P.º de la Castellana, 257, 6°, 28046 Madrid, Spain",NA,NA,NA,"Spain"
48.8608525,2.310079,"FNCCR","20 Bd de la Tour-Maubourg, 75007 Paris, France",NA,NA,NA,"France"
48.8718672,2.3029523,"FNTP","3 rue de Berri 75008 Paris",NA,NA,NA,"France"
48.8685805,2.58921926709402,"FRANCE ETUVES","65 RUE AUGUSTE MEUNIER, 77500, Seine-et-Marne, Frankreich","65 RUE AUGUSTE MEUNIER","77500","CHELLES","France"
48.8456409,2.3784003,"France Hydrogène","Avenue Daumesnil 50, Paris, 75012, France",NA,NA,NA,"France"
48.88927,2.303582,"France Nouvelles Energies","40 rue Philibert Delorme 75017 Paris",NA,NA,NA,"France"
48.8454723,2.3252535,"FRANCE SUPPLY CHAIN","140 bis rue de Rennes 75006 PARIS",NA,NA,NA,"France"
48.8675715,2.3224497,"Freget Glaser & Associés","7 rue Royale 75008 Paris",NA,NA,NA,"France"
40.437292,-3.682767,"Frv x Global service","C/Maria de Molina 40, 5º, Madrid, 28006, Spain",NA,NA,NA,"Spain"
40.503282,-3.547658,"GAS ECO SUMINISTROS, S.L","c/ Igarsa nº 2 28860 Paracuellos de Jarama (Madrid)",NA,NA,NA,"Spain"
40.334134,-3.714153,"GASES MARTIN SERRANO 2001 SL","CALLE CIUDAD DE FRIAS, 3 NAV 1, 28021, Madrid, Spanien","CALLE CIUDAD DE FRIAS, 3 NAV 1","28021","MADRID","Spain"
48.9077068,2.232585,"Gazel Energie","9 rue du débarcadère 92700 Colombes",NA,NA,NA,"France"
40.442758,-3.696851,"GENELEC INVEST SA.","CALLE CRISTOBAL BORDIU, 46, 28003, Madrid, Spanien","CALLE CRISTOBAL BORDIU, 46","28003","MADRID","Spain"
48.7386297,2.37990120136825,"GEN-HY","PARC ROMEO ORLY AEROGARE, 94390 RUE DE LA SOIE, 94310, Val-de-Marne, Frankreich","PARC ROMEO ORLY AEROGARE, 94390 RUE DE LA SOIE","94310","ORLY","France"
48.8867489,2.165228,"GEOMETHANE","2 Rue des Martinets, 92500 Rueil-Malmaison, France",NA,NA,NA,"France"
48.8867489,2.165228,"GEOSEL MANOSQUE","2 RUE DES MARTINETS, 92500, Hauts-de-Seine, Frankreich","2 RUE DES MARTINETS","92500","RUEIL MALMAISON","France"
48.8869625,2.2431841,"GESIP","1, rue du Général Leclerc – 92800 PUTEAUX",NA,NA,NA,"France"
48.8653429,2.3312506,"GH2","320 RUE SAINT HONORE, 75001, Paris, Frankreich","320 RUE SAINT HONORE","75001","PARIS","France"
51.51578425,-0.104109620297184,"GHD","10th Floor, 25 Farringdon St, London EC4A 4AB, United Kingdom",NA,NA,NA,"Kingdom"
48.8733214,2.328085,"GP JOULE FRANCE","16 RUE AUBER, 75009, Paris, Frankreich","16 RUE AUBER","75009","PARIS","France"
48.8795691,2.3484703,"GRDF","6 rue Condorcet 75009 Paris",NA,NA,NA,"France"
40.60111,-3.709619,"GREEN ENERGYNVEST IBERICA SL.","CALLE DE LA IMPRENTA, 8 PTL 4, BJ 1, 28760, Madrid, Spanien","CALLE DE LA IMPRENTA, 8 PTL 4, BJ 1","28760","TRES CANTOS","Spain"
40.485195,-3.712336,"GREEN POWER TO BUSINESS SL.","CALLE CAMBRILS, 55, 28034, Madrid, Spanien","CALLE CAMBRILS, 55","28034","MADRID","Spain"
40.445699,-3.616203,"Grenergy Renovables","C/ de Rafael Botí, 26, Moncloa - Aravaca, 28023 Madrid, Spain",NA,NA,NA,"Spain"
49.009606,2.554942,"Groupe ADP","1 rue de France 93290 Tremblay-en-France",NA,NA,NA,"France"
48.96453,2.538206,"Groupe Petit Forestier","11 route de Tremblai 93420 Villepinte",NA,NA,NA,"France"
48.906533,2.263986,"GRTgaz","Immeuble Bora, 6 rue Raoul Nordling 92270 BOIS-COLOMBES",NA,NA,NA,"France"
40.427,-3.668086,"GRUPO IBEREÓLICA RENOVABLES","Pº Marqués de Zafra nº5  28028 – Madrid (España)",NA,NA,NA,"Spain"
48.71273,2.084801,"GTT","Rte De Versailles 1, St Remy Les Chevreuse, 78470, France",NA,NA,NA,"France"
48.888318,2.245292,"GULF AFRICA PETROLEUM CORPORATION","24 COURS MICHELET, 92800, Hauts-de-Seine, Frankreich","24 COURS MICHELET","92800","PUTEAUX","France"
40.448102,-3.689291,"Gunvor Group Ltd","calle Balbina Valverde 17 - 28002 Madrid",NA,NA,NA,"Spain"
48.8428024,2.3746727,"H2 CRETEIL","173 175 TOUR DE BERCY, 173 RUE DE BERCY, 75012, Paris, Frankreich","173 175 TOUR DE BERCY, 173 RUE DE BERCY","75012","PARIS","France"
40.391947,-3.678905,"H2 PILLAR SL.","CALLE TITAN, 8, 28045, Madrid, Spanien","CALLE TITAN, 8","28045","MADRID","Spain"
40.458236,-3.684418,"H2 to Market","Avenida Alberto Alcocer 24, piso 7.28043 Madrid",NA,NA,NA,"Spain"
40.430133,-3.69118,"H2B2 ELECTROLYSIS TECHNOLOGIES SL.","CALLE FORTUNY, 19 ENT IZDA, 28010, Madrid, Spanien","CALLE FORTUNY, 19 ENT IZDA","28010","MADRID","Spain"
40.391947,-3.678905,"H2GREEM GLOBAL SOLUTIONS SL","Calle Titán 8",NA,NA,NA,"Spain"
48.845632,2.339672,"H2MINES - Carnot M.I.N.E.S","60, bd Saint-Michel - 75006 Paris",NA,NA,NA,"France"
48.8757693,2.2993555,"H2V 59 LOON PLAGE","36 AVENUE HOCHE, 75008, Paris, Frankreich","36 AVENUE HOCHE","75008","PARIS","France"
40.434146,-3.693481,"HIDRÓGENO VERDE RENOVABLE SL (HVR energy)","Zurbano, 45 1º - 28010 Madrid",NA,NA,NA,"Spain"
40.53082555,-3.63325687854369,"HIDROVERSOL BADAJOZ SL.","AVENIDA DE BRUSELAS, 7 PISO 3 PTA IZ, 28108, Madrid, Spanien","AVENIDA DE BRUSELAS, 7 PISO 3 PTA IZ","28108","ALCOBENDAS","Spain"
48.861757,2.3598,"Hinicio France","64-66 Rue des Archives 75003 Paris",NA,NA,NA,"France"
40.4364524,-3.6963197,"HISPALYT","C. de Orense, 10, 2ª Planta, Tetuán, 28020 Madrid, Spain",NA,NA,NA,"Spain"
48.879218,2.3248498,"HOPIUM","43 RUE DE LIEGE, 75008, Paris, Frankreich","43 RUE DE LIEGE","75008","PARIS","France"
40.4549825,-3.6942364,"H-TEC SYSTEMS","Calle Pedro Teixeira 8, 10º   28020 Madrid, Spain",NA,NA,NA,"Spain"
48.883035,2.272281,"HY 4","20 B RUE LOUIS PHILIPPE, 92200, Hauts-de-Seine, Frankreich","20 B RUE LOUIS PHILIPPE","92200","NEUILLY SUR SEINE","France"
48.8675371,2.3377392,"HY24","69 rue de Richelieu 75002 Paris",NA,NA,NA,"France"
48.8614732,2.3094654,"HYCARGO","11 rue Surcouf, 75007 Paris, FRANCE",NA,NA,NA,"France"
48.8662226,2.3292035,"Hydrogen Advisors","231 rue Saint Honoré 75001 Paris",NA,NA,NA,"France"
48.8916913,2.1678667,"HYDROGENE NATUREL","31 RUE RAYMOND QUENEAU, 92500, Hauts-de-Seine, Frankreich","31 RUE RAYMOND QUENEAU","92500","RUEIL MALMAISON","France"
48.767901,2.419886,"HYDROLOGIS","8 RUE DE LA PAIX, 94600, Val-de-Marne, Frankreich","8 RUE DE LA PAIX","94600","CHOISY LE ROI","France"
48.8679717,2.3000457,"HYDWEY","37 AVENUE PIERRE 1ER DE SERBIE, 75008, Paris, Frankreich","37 AVENUE PIERRE 1ER DE SERBIE","75008","PARIS","France"
48.8688256,2.30323,"HYLIKO","41 RUE FRANCOIS 1ER, 75008, Paris, Frankreich","41 RUE FRANCOIS 1ER","75008","PARIS","France"
48.895691,2.2390301,"HYNAMICS","8 AVENUE DE L ARCHE, 92400, Hauts-de-Seine, Frankreich","8 AVENUE DE L ARCHE","92400","COURBEVOIE","France"
48.894027,2.284354,"Hynamics - Groupe EDF","Carré Vert - rue Kléber 92300 Levallois-Perret",NA,NA,NA,"France"
48.894014,2.283893,"Hynamics (EDF)","Rue Kleber 45, LEVALLOIS PERRET, 92300, France",NA,NA,NA,"France"
48.89559,2.239661,"HYPORT","FAUBOURG DE L ARCHE, 1 PLACE SAMUEL DE CHAMPLAIN, 92400, Hauts-de-Seine, Frankreich","FAUBOURG DE L ARCHE, 1 PLACE SAMUEL DE CHAMPLAIN","92400","COURBEVOIE","France"
40.4206598,-3.6864514,"HYREN HIDRORENOVABLE S.L.U","Calle de Alcalá, 81, Planta 1 Puerta A-B, Madrid, 28009, Spain",NA,NA,NA,"Spain"
48.9286312,2.34392641870438,"HysetCo","103 Rue Charles Michels, 93200 Saint-Denis, France","95 RUE CHARLES MICHELS","93200","ST DENIS","France"
48.9059703,2.2385448,"Hyundai France","71 boulevard National La Garenne Colombes 92250 La Garenne Colombes",NA,NA,NA,"France"
40.4977795,-3.6655862,"HYUNDAI MOTOR ESPAÑA SLU","Calle Quintanapalla, 2, Madrid",NA,NA,NA,"Spain"
48.8760373,2.3297775,"HYXOS","80, rue Saint Lazare, 75009 Paris",NA,NA,NA,"France"
48.7929792,2.4897216,"I.M.O.2S","1 bis avenue François Adam 94100 Saint Maur des Fosses",NA,NA,NA,"France"
48.8679717,2.3000457,"IDEC ENERGY","37 AVENUE PIERRE 1ER DE SERBIE, 75008, Paris, Frankreich","37 AVENUE PIERRE 1ER DE SERBIE","75008","PARIS","France"
48.8766026,2.1736995,"IFP Energies Nouvelles (IFPEN)","1-4 Av. du Bois Préau 192500 Rueil-Malmaison, Francia",NA,NA,NA,"France"
48.877225,2.1728806,"IFP School","228-232 avenue Napoléon Bonaparte 92500 Rueil Malmaison",NA,NA,NA,"France"
48.8766026,2.1736995,"IFPEN","Etablissement de Paris : 1 à 4 avenue de Bois Préau - 92852 Rueil Malmaison Cedex / Etablissement de Lyon : Rond-point de l'échangeur de Solaize - BP 3 - 69360 Solaize",NA,NA,NA,"France"
40.466796,-3.669696,"IGNIS ENERGÍA","C. de Cardenal Marcelo Spínola, 8, Chamartín, 28016 Madrid, Spain",NA,NA,NA,"Spain"
48.8141073,2.3159705,"IMING","41 rue Périer  92120 Montrouge",NA,NA,NA,"France"
40.4574573,-3.6811942,"INECO (Ingeniería y Economía del Transporte, SME MP SA)","Paseo de la Habana, 138 28036 Madrid (España)",NA,NA,NA,"Spain"
40.501145,-3.47993650178178,"Instituto nacional de Técnica Aeroespacial (INTA)","Carretera de Ajalvir, 28814 Ajalvir, Community of Madrid, Spain",NA,NA,NA,"Spain"
48.8760373,2.3297775,"INTHY DEVELOPPEMENT","80 RUE SAINT LAZARE, 75009, Paris, Frankreich","80 RUE SAINT LAZARE","75009","PARIS","France"
40.4370929,-3.6886031,"Invenergy","Calle del Pinar, 5 28006 Madrid",NA,NA,NA,"Spain"
48.825142,2.261853,"Issy-Les-Moulineaux","4 Boulevard Garibaldi, 92130, Issy-Les-Moulineaux, Frankreich","4 Boulevard Garibaldi","92130","Issy-Les-Moulineaux","France"
48.901444,2.268274,"ITM Power France","18 rue Franklin 92400 Courbevoie",NA,NA,NA,"France"
48.786199,2.598484,"JACIR","11 rue Jean Moulin 77348 Pontault Combault",NA,NA,NA,"France"
48.987572,2.387014,"JCB EURO SERVICES","3 RUE DU VIGNOLLE, 95200, Val-d'Oise, Frankreich","3 RUE DU VIGNOLLE","95200","SARCELLES","France"
48.8432649,2.2379122,"JFB Consulting","26 Boulevard Jean Jaurès 92100 Boulogne",NA,NA,NA,"France"
51.51578425,-0.104109620297184,"Johnson Matthey","5th Floor, 25 Farringdon Street, London, EC4A 4AB",NA,NA,NA,"United Kingdom"
51.5158684,-0.104424511980831,"JOHNSON MATTHEY UK HOLDINGS LIMITED","5TH FLOOR 25 FARRINGDON STREET, EC4A 4AB, London EC4A, Vereinigtes Königreich","5TH FLOOR 25 FARRINGDON STREET","EC4A 4AB","LONDON","United Kingdom"
48.8760373,2.3297775,"JUSTY INGENIERIE ENERGIES","80 RUE SAINT LAZARE, 75008, Paris, Frankreich","80 RUE SAINT LAZARE","75008","PARIS 08","France"
48.8814558,2.312079,"Kalliopé","98 Boulevard Malesherbes 75017 Paris",NA,NA,NA,"France"
48.877088,2.3138703,"KALLISTA BDR","18 RUE TREILHARD, 75008, Paris, Frankreich","18 RUE TREILHARD","75008","PARIS","France"
48.9026882,2.0192126,"Kanda Consulting SAS","7 Ruelle du Lavoir  78240 AIGREMONT",NA,NA,NA,"France"
48.871307,2.335114,"KEIRYO","34 BOULEVARD DES ITALIENS, 75009, Paris, Frankreich","34 BOULEVARD DES ITALIENS","75009","PARIS","France"
48.8967499,2.2383901,"Keolis","34 Avenue Léonard De Vinci, Courbevoie, F-92400, France",NA,NA,NA,"France"
40.460922,-3.679818,"KING & WOOD MALLESONS SAP","Calle de Goya, 6, 4ª, Salamanca, 28001 Madrid, Spain",NA,NA,NA,"Spain"
40.4865086,-3.6846329,"KLINGER SPAIN","Avenida del Llano Castellano 15 28034 Madrid",NA,NA,NA,"Spain"
40.4782387,-3.6874753,"KPMG S.A","Paseo de la Castellana, 259 C  28046 Madrid",NA,NA,NA,"Spain"
48.8679395,2.3211581,"La Plateforme Verte","9 rue Boissy d’Anglas 75008 Paris",NA,NA,NA,"France"
48.8641465,2.3797039,"LAST MHYLE","84 AVENUE DE LA REPUBLIQUE, 75011, Paris, Frankreich","84 AVENUE DE LA REPUBLIQUE","75011","PARIS","France"
48.8597117,2.285756,"Laurent THERY","7 Avenue De Camoens",NA,NA,NA,"France"
48.882569,2.435193,"LEAU LAVIE","D32 TROISIEME ETAGE, 94 AV DU DOCTEUR DAVID ROSENFELD, 93230, Seine-Saint-Denis, Frankreich","D32 TROISIEME ETAGE, 94 AV DU DOCTEUR DAVID ROSENFELD","93230","ROMAINVILLE","France"
48.905715,2.264213,"LHYMO","12 RUE RAOUL NORDLING, 92270, Hauts-de-Seine, Frankreich","12 RUE RAOUL NORDLING","92270","BOIS COLOMBES","France"
48.829435,2.295313,"LNE","1, rue Gaston Boissier 75724 PARIS Cedex 15 75724 Paris Cedex 15",NA,NA,NA,"France"
40.339024,-3.525488,"LogisGreen","C/ Marie Curie 5, Edificio Alfa. Planta 3. Oficina 3.5 28521 Rivas-Vaciamadrid – Madrid",NA,NA,NA,"Spain"
48.888829,2.234133,"LOXAM","Rue Félix Pyat 92043 Puteaux La Défense",NA,NA,NA,"France"
40.3956687,-3.6630979,"MADRILEÑA RED DE GAS S.A.U","Centro Empresarial Arco, Calle Virgilio, 2B, 28223, Pozueño de Alarcón, Madrid",NA,NA,NA,"Spain"
48.767962,2.473463,"MANERGY","1 rue Séjourné 94000 Créteil",NA,NA,NA,"France"
48.892689,2.242977,"MASSHYLIA HYDROGEN","LA DEFENSE 6, 2 PLACE JEAN MILLIER, 92400, Hauts-de-Seine, Frankreich","LA DEFENSE 6, 2 PLACE JEAN MILLIER","92400","COURBEVOIE","France"
48.892275,2.244325,"MAZARS","61 rue Henri Regnault 92400 Courbevoie - France",NA,NA,NA,"France"
40.4280309,-3.6965828,"MCKINSEY & COMPANY, S.L","Calle de Sagasta, 33, 28004 Madrid",NA,NA,NA,"Spain"
40.467427,-3.660808,"MEDIABUS MULTIMEDIA COACH SL.","CALLE LAGUNA DEL MARQUESADO, 44 NAV L, 28021, Madrid, Spanien","CALLE LAGUNA DEL MARQUESADO, 44 NAV L","28021","MADRID","Spain"
48.851307,2.146464,"Meije Development","23 Le Clos Baptiste 44 rue de Vinde 70170 La Celle St Cloud",NA,NA,NA,"France"
48.8707708,2.2316273,"Messer France","24 Quai Gallieni - CS 90040 92156 Suresnes",NA,NA,NA,"France"
48.833595,2.570921,"MESURE PROCESS","ZONE INDUSTRIELLE LES RICHARDETS, 33 RUE DU BALLON, 93160, Seine-Saint-Denis, Frankreich","ZONE INDUSTRIELLE LES RICHARDETS, 33 RUE DU BALLON","93160","NOISY LE GRAND","France"
48.8279094,2.2353155,"MICHELIN","27, cours de l'île Seguin 92105 BOULOGNE BILLANCOURT CEDEX",NA,NA,NA,"France"
48.712829,2.1445,"MILEXIA FRANCE","IMMEUBLE LE MERCURY ESPACE TECHN, ROUTE DE L'ORME DES MERISIERS, 91190, Essonne, Frankreich","IMMEUBLE LE MERCURY ESPACE TECHN, ROUTE DE L'ORME DES MERISIERS","91190","ST AUBIN","France"
48.845632,2.339672,"MINES ParisTech/ARMINES PERSEE","Boulevard Saint-Michel 60, 75006 Paris, Ile-de-France France",NA,NA,NA,"France"
48.8781195,2.2320262,"MOBILIANS","50 rue Rouget de Lisle 92158 SURESNES CEDEX",NA,NA,NA,"France"
51.5161298,-0.1398736,"MORGAN LOVELL PLC","KENT HOUSE, 14-17 MARKET PLACE, W1W 8AJ, London W1W, Vereinigtes Königreich","KENT HOUSE, 14-17 MARKET PLACE","W1W 8AJ","LONDON","United Kingdom"
48.8374517,2.2405908,"MP DATA Technologies","39 rue de la saussière 92100 Boulogne Billancourt",NA,NA,NA,"France"
40.4412865,-3.6902572,"NANO4ENERGY SL","C. de José Gutiérrez Abascal, 2, Chamartín, 28006 Madrid, Spain",NA,NA,NA,"Spain"
40.437343,-3.686865,"Nara Solar","Calle López de Hoyos 15, 3º Dcha, 28006, Madrid",NA,NA,NA,"Spain"
48.8731246,2.3429397,"NATUREO FINANCE","21 rue du Faubourg Montmartre 75009 PARIS",NA,NA,NA,"France"
48.8720727,2.2949073,"NEBULA TECHNOLOGIES","37 RUE LA PEROUSE, 75116, Paris, Frankreich","37 RUE LA PEROUSE","75116","PARIS","France"
48.8749232,2.3325339,"Neot Green Mobility","60 rue de la Chaussée d’Antin 75009 Paris",NA,NA,NA,"France"
48.8775524,2.328086,"NHOA","28 RUE DE LONDRES, 75009, Paris, Frankreich","28 RUE DE LONDRES","75009","PARIS","France"
40.448439,-3.695854,"NIPPON GASES ESPAÑA S.L.U.","Calle Orense, 11 5ª Planta. 28020 Madrid",NA,NA,NA,"Spain"
48.8759634,2.3084421,"Norton Rose Fulbright","40 rue de Courcelles 75008 Paris",NA,NA,NA,"France"
40.3344475,-3.8614222,"ODENRA XXI SL","C. Salcillo, 1, Local 2 Bis, 28932 Móstoles, Madrid, Spain",NA,NA,NA,"Spain"
48.8963295,2.2847294,"OPmobility","Rue Paul Vaillant Couturier 42, Levallois-Perret Cedex, 92593, France",NA,NA,NA,"France"
40.468213,-3.670796,"OTRAS PRODUCCIONES DE ENERGIA FOTOVOLTAICA SL","Torre Spinola, Planta 5, C. de Cardenal Marcelo Spínola, 42, 28016 Madrid, Spain",NA,NA,NA,"Spain"
